hotel_id,city_id,name,property_type,star_rating,guest_score,review_count,address_line,lat,lng,distance_to_centre_km,description,base_currency,checkin_time,checkout_time,chain_code,has_xr_scene,status,created_at,updated_at
htl_9191e906,cty_076e8e86,Grand Regency Inn,heritage,5,8,25,"218 The Railway Station, Jodhpur",26.239917,72.986623,4.4,"Comfortable and unhurried, this resort sits a ten-minute walk from the railway station and keeps the traffic noise firmly outside its walls. Expect compact rooms, colonial-revival finishes, and blackout curtains that actually work. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,15:00,11:00,,0,active,2024-08-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_16ca75ac,cty_076e8e86,Garden Palms Boutique Stay,hotel,2,6.1,25,"188 The Fort Gate, Jodhpur",26.277081,72.986453,4.76,"Converted from a 110-year-old family property, the boutique property has kept the stepwell-style water feature and added the plumbing the original never had. Rooms are generously sized and lean traditional; the quieter ones face the garden. The rooftop is open until eleven and is the best seat in the building.",INR,14:00,10:00,,0,active,2022-02-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_fe66f74b,cty_076e8e86,Casa Niwas & Spa,hotel,3,7.2,25,"133 The Railway Station, Jodhpur",26.285821,73.07232,4.4,"This hotel trades on location rather than glamour: a short auto ride from the railway station, with a colonnaded corridor that does the heavy lifting. Rooms are mid-sized and lean contemporary; the quieter ones face the rear garden. Check-in is efficient; checkout is flexible if the property is not full.",INR,12:00,12:00,,0,active,2023-03-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_d149da7c,cty_076e8e86,Hillview Niwas Resort,homestay,3,8.3,25,"183 The Lake Promenade, Jodhpur",26.255059,73.003816,3.27,"Converted from a 80-year-old family property, the hotel has kept the internal atrium and added the plumbing the original never had. Rooms are mid-sized and lean traditional; the quieter ones face the hills. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,13:00,11:00,,1,active,2023-09-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_8ceae759,cty_076e8e86,Royal Nest & Spa,guesthouse,3,6.7,25,"158 The Railway Station, Jodhpur",26.237089,73.080899,1.95,"A compact resort a short walk from the railway station, built around a banyan tree that most guests end up photographing before they unpack. Expect generously sized rooms, warm and cluttered finishes, and blackout curtains that actually work. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,15:00,11:00,,0,active,2022-09-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_97daa761,cty_10cbee86,Indigo Verandah Homestay,boutique,3,6.6,25,"59 The Beach Road, Jaisalmer",26.862641,70.945096,3.94,"A compact hotel a short walk from the beach road, built around a stepwell-style water feature that most guests end up photographing before they unpack. The unusually large rooms are plainly furnished, which is the point — the lake view is what you are paying for. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,12:00,12:00,,0,active,2026-01-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_ca3e3a74,cty_10cbee86,Hillview Nest Inn,hotel,4,7.7,25,"64 The River Ghats, Jaisalmer",26.909391,70.933282,0.52,"A characterful resort a short walk from the river ghats, built around a banyan tree that most guests end up photographing before they unpack. Rooms vary more than the photographs suggest; ask for one facing the courtyard if you are a light sleeper. The rooftop is open until eleven and is the best seat in the building.",INR,14:00,10:00,,0,active,2024-10-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_b4eb0f44,cty_10cbee86,Indigo Ghat House Boutique Stay,hotel,3,5.9,25,"84 The Railway Station, Jaisalmer",26.890556,70.867236,2.29,"Sensibly priced and unhurried, this resort sits four hundred metres from the railway station and keeps the traffic noise firmly outside its walls. Expect generously sized rooms, contemporary finishes, and blackout curtains that actually work. Staff will arrange a driver for the day at a rate worth negotiating.",INR,12:00,10:00,,0,active,2024-06-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_832544af,cty_10cbee86,Royal Terraces & Spa,homestay,4,6.3,25,"169 The Railway Station, Jaisalmer",26.890145,70.83924,0.29,"A sunlit guesthouse a short walk from the railway station, built around a shaded verandah that most guests end up photographing before they unpack. Expect compact rooms, minimal finishes, and blackout curtains that actually work. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,13:00,12:00,KVH,0,active,2024-10-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_68af15a1,cty_10cbee86,Amber Mahal Inn,homestay,2,5.2,25,"9 The River Ghats, Jaisalmer",26.925871,70.924154,5.24,"A quiet homestay a short walk from the river ghats, built around a courtyard that most guests end up photographing before they unpack. Expect mid-sized rooms, colonial-revival finishes, and blackout curtains that actually work. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,15:00,11:00,SRVR,0,active,2025-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_f89975f1,cty_b43cdd57,Palm Palms Homestay,homestay,4,8.8,25,"73 The Old Bazaar, Agra",27.204171,77.945351,1.03,"This boutique property trades on location rather than glamour: a ten-minute walk from the old bazaar, with a shaded verandah that does the heavy lifting. Rooms vary more than the photographs suggest; ask for one facing the rear garden if you are a light sleeper. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,14:00,12:00,,0,active,2024-12-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_3f98054b,cty_b43cdd57,Amber Retreat Homestay,hotel,3,6,25,"99 The Fort Gate, Agra",27.176436,78.012431,3.5,"A unfussy boutique property popular with repeat business travellers, largely because of the internal atrium and a kitchen that takes requests seriously. The generously sized rooms are plainly furnished, which is the point — the garden view is what you are paying for. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,12:00,11:00,,0,active,2022-03-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_437c0b59,cty_b43cdd57,Royal Terraces Suites,hotel,5,8.1,25,"152 The Lake Promenade, Agra",27.236629,77.942494,3.67,"This resort trades on location rather than glamour: a short auto ride from the lake promenade, with a courtyard that does the heavy lifting. Rooms are generously sized and lean colonial-revival; the quieter ones face the garden. Staff will arrange a driver for the day at a rate worth negotiating.",INR,15:00,12:00,,0,active,2025-06-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_abcdbceb,cty_b43cdd57,Hillview Bagh Suites,hotel,4,7.9,25,"10 The River Ghats, Agra",27.161871,78.019153,0.28,"A quiet resort popular with repeat business travellers, largely because of the stepwell-style water feature and a kitchen that takes requests seriously. The unusually large rooms are plainly furnished, which is the point — the temple tank view is what you are paying for. Staff will arrange a driver for the day at a rate worth negotiating.",INR,15:00,11:00,,0,active,2021-04-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_d1c721fa,cty_b43cdd57,Lake Palms Inn,hotel,3,6.1,25,"149 The Museum Quarter, Agra",27.186663,77.995499,1.36,"Converted from a 110-year-old family property, the boutique property has kept the courtyard and added the plumbing the original never had. Expect compact rooms, warm and cluttered finishes, and blackout curtains that actually work. Staff will arrange a driver for the day at a rate worth negotiating.",INR,12:00,12:00,,1,active,2023-02-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_af9267ba,cty_c97e6cd5,The Haveli Inn,hostel,4,7.4,25,"45 The River Ghats, Varanasi",25.29788,83.036803,5.29,"This guesthouse trades on location rather than glamour: four hundred metres from the river ghats, with a stepwell-style water feature that does the heavy lifting. Rooms vary more than the photographs suggest; ask for one facing the hills if you are a light sleeper. Check-in is efficient; checkout is flexible if the property is not full.",INR,14:00,11:00,KVH,0,active,2022-12-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_9c129ce4,cty_c97e6cd5,Royal Sanctuary Suites,apartment,4,6.6,25,"38 The Fort Gate, Varanasi",25.268939,82.981907,3.77,"A restrained homestay a short walk from the fort gate, built around a courtyard that most guests end up photographing before they unpack. Rooms are unusually large and lean minimal; the quieter ones face the temple tank. Staff will arrange a driver for the day at a rate worth negotiating.",INR,13:00,12:00,,0,active,2023-11-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_d1d22033,cty_c97e6cd5,Amber Orchard Suites,hotel,3,7.5,25,"114 The Temple Complex, Varanasi",25.321105,82.969344,2.9,"A sunlit guesthouse popular with repeat business travellers, largely because of the stepwell-style water feature and a kitchen that takes requests seriously. The generously sized rooms are plainly furnished, which is the point — the lake view is what you are paying for. Check-in is efficient; checkout is flexible if the property is not full.",INR,15:00,10:00,,0,active,2023-02-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_1b0f8353,cty_c97e6cd5,Indigo Meadows Boutique Stay,resort,3,6.1,25,"67 The Railway Station, Varanasi",25.369949,83.02156,3.11,"A quiet resort popular with repeat business travellers, largely because of the courtyard and a kitchen that takes requests seriously. Rooms are mid-sized and lean warm and cluttered; the quieter ones face the lake. The rooftop is open until eleven and is the best seat in the building.",INR,14:00,11:00,,0,active,2024-01-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_d190083e,cty_c97e6cd5,Hillview Nest Boutique Stay,guesthouse,5,8.2,25,"75 The River Ghats, Varanasi",25.375372,82.946419,3.28,"This homestay trades on location rather than glamour: a short auto ride from the river ghats, with a kitchen garden that does the heavy lifting. Rooms are mid-sized and lean warm and cluttered; the quieter ones face the garden. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,15:00,11:00,KVH,0,active,2024-11-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_3c8db5e1,cty_5698a7ab,Amber Sanctuary Homestay,hotel,4,7.8,25,"106 The Temple Complex, Lucknow",26.817522,80.962115,3.55,"Converted from a 60-year-old family property, the boutique property has kept the kitchen garden and added the plumbing the original never had. Rooms are generously sized and lean traditional; the quieter ones face the hills. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,15:00,10:00,,0,active,2025-02-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_95e7afb1,cty_5698a7ab,Royal Sanctuary Suites  ,guesthouse,3,8.2,25,"22 The Beach Road, Lucknow",26.879502,80.980043,4.59,"Converted from a 110-year-old family property, the guesthouse has kept the banyan tree and added the plumbing the original never had. The compact rooms are plainly furnished, which is the point — the street view is what you are paying for. The rooftop is open until eleven and is the best seat in the building.",INR,15:00,11:00,TAJ2,0,active,2023-12-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_f32a6fab,cty_5698a7ab,Hotel Kothi by the Lake,homestay,4,8.1,25,"14 The Lake Promenade, Lucknow",26.895091,80.994764,4.13,"A well-kept homestay popular with photographers, largely because of the rooftop terrace and a kitchen that takes requests seriously. Rooms are generously sized and lean colonial-revival; the quieter ones face the garden. Check-in is efficient; checkout is flexible if the property is not full.",INR,14:00,12:00,TAJ2,0,active,2024-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_edfb03a8,cty_5698a7ab,Villa Mahal Suites,hotel,2,6.3,25,"211 The Railway Station, Lucknow",26.80501,80.95119,1.89,"A restrained hotel popular with repeat business travellers, largely because of the stepwell-style water feature and a kitchen that takes requests seriously. Rooms vary more than the photographs suggest; ask for one facing the garden if you are a light sleeper. The rooftop is open until eleven and is the best seat in the building.",INR,15:00,12:00,TAJ2,0,active,2021-03-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_a4d27c8c,cty_5698a7ab,Hillview Niwas by the Lake,boutique,2,5.5,25,"133 The Beach Road, Lucknow",26.848874,80.983415,1.76,"A sunlit guesthouse popular with families with young children, largely because of the shaded verandah and a kitchen that takes requests seriously. The compact rooms are plainly furnished, which is the point — the garden view is what you are paying for. Staff will arrange a driver for the day at a rate worth negotiating.",INR,12:00,12:00,KVH,1,active,2025-06-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_68ea7979,cty_0b92e2e7,Villa Haveli & Spa,resort,4,7.2,25,"67 The Old Bazaar, New Delhi",28.619945,77.273528,3.92,"Converted from a 140-year-old family property, the guesthouse has kept the shaded verandah and added the plumbing the original never had. The unusually large rooms are plainly furnished, which is the point — the rear garden view is what you are paying for. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,12:00,11:00,SRVR,0,active,2024-08-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_43f3566e,cty_0b92e2e7,Heritage Mahal & Spa,boutique,3,7,25,"34 The Temple Complex, New Delhi",28.665209,77.228121,3.38,"Converted from a 110-year-old family property, the boutique property has kept the stepwell-style water feature and added the plumbing the original never had. Rooms vary more than the photographs suggest; ask for one facing the temple tank if you are a light sleeper. Check-in is efficient; checkout is flexible if the property is not full.",INR,13:00,11:00,ORB,0,active,2021-06-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_ace63054,cty_0b92e2e7,Hotel Regency Boutique Stay,hotel,4,6.5,25,"135 The Museum Quarter, New Delhi",28.613281,77.214958,1.35,"A unfussy boutique property popular with long-stay guests, largely because of the banyan tree and a kitchen that takes requests seriously. Rooms are mid-sized and lean colonial-revival; the quieter ones face the courtyard. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,13:00,10:00,,0,active,2021-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_40a881e8,cty_0b92e2e7,Lake Bungalow & Spa,guesthouse,3,7.9,25,"107 The Old Bazaar, New Delhi",28.58748,77.20549,6.29,"Converted from a 140-year-old family property, the resort has kept the kitchen garden and added the plumbing the original never had. The mid-sized rooms are plainly furnished, which is the point — the courtyard view is what you are paying for. Staff will arrange a driver for the day at a rate worth negotiating.",INR,15:00,12:00,LEMN,0,active,2024-09-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_df6e2340,cty_0b92e2e7,Hillview Palms by the Lake,homestay,4,7.4,25,"5 The River Ghats, New Delhi",28.617251,77.171417,2.51,"Genuinely quiet and unhurried, this boutique property sits a ten-minute walk from the river ghats and keeps the traffic noise firmly outside its walls. Expect compact rooms, warm and cluttered finishes, and blackout curtains that actually work. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,15:00,12:00,,0,active,2025-11-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_3e3a38c5,cty_0d062a51,Indigo Terraces Boutique Stay,guesthouse,5,9.8,25,"32 The Railway Station, Amritsar",31.595665,74.832594,4.26,"Low-key and unhurried, this resort sits four hundred metres from the railway station and keeps the traffic noise firmly outside its walls. Rooms are generously sized and lean colonial-revival; the quieter ones face the courtyard. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,13:00,11:00,,0,active,2023-11-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_d07e29f4,cty_0d062a51,Heritage Manor Suites,apartment,5,,25,"192 The Temple Complex, Amritsar",31.68573,74.891603,0.64,"Comfortable and unhurried, this hotel sits two streets from the temple complex and keeps the traffic noise firmly outside its walls. The generously sized rooms are plainly furnished, which is the point — the temple tank view is what you are paying for. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,14:00,11:00,,0,active,2021-04-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_fb894fd0,cty_0d062a51,Hillview Sarovar Inn,heritage,2,5.2,25,"43 The Old Bazaar, Amritsar",31.579987,74.805654,3.18,"Genuinely quiet and unhurried, this boutique property sits two streets from the old bazaar and keeps the traffic noise firmly outside its walls. Rooms vary more than the photographs suggest; ask for one facing the rear garden if you are a light sleeper. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,15:00,12:00,KVH,0,active,2021-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_7b47fb46,cty_0d062a51,Grand Retreat Suites,boutique,4,8.2,25,"198 The Fort Gate, Amritsar",31.676599,74.848684,5.56,"Converted from a 110-year-old family property, the guesthouse has kept the rooftop terrace and added the plumbing the original never had. Rooms are compact and lean minimal; the quieter ones face the courtyard. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,14:00,11:00,KVH,0,active,2025-01-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_34abcc09,cty_0d062a51,Villa Palms by the Lake,heritage,3,7.9,25,"119 The Museum Quarter, Amritsar",31.686446,74.905585,4.71,"This resort trades on location rather than glamour: a ten-minute walk from the museum quarter, with a banyan tree that does the heavy lifting. Rooms are generously sized and lean colonial-revival; the quieter ones face the temple tank. The rooftop is open until eleven and is the best seat in the building.",INR,14:00,10:00,,0,active,2023-03-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_2ca76c96,cty_32e8e65c,Riverside Kothi & Spa,heritage,3,7.3,25,"21 The River Ghats, Shimla",31.112866,77.121961,3.05,"Comfortable and unhurried, this boutique property sits a short auto ride from the river ghats and keeps the traffic noise firmly outside its walls. The unusually large rooms are plainly furnished, which is the point — the courtyard view is what you are paying for. Staff will arrange a driver for the day at a rate worth negotiating.",INR,13:00,12:00,,1,active,2023-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_d9b34d26,cty_32e8e65c,The Old Verandah Homestay,resort,4,7.4,25,"39 The Lake Promenade, Shimla",31.061101,77.124526,1.94,"A quiet resort popular with long-stay guests, largely because of the stepwell-style water feature and a kitchen that takes requests seriously. The compact rooms are plainly furnished, which is the point — the temple tank view is what you are paying for. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,15:00,10:00,SRVR,0,active,2025-04-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_b868ebcf,cty_32e8e65c,Villa Orchard Homestay,hostel,3,6.2,25,"214 The River Ghats, Shimla",31.060196,77.110715,1.13,"A well-kept homestay popular with long-stay guests, largely because of the courtyard and a kitchen that takes requests seriously. Rooms are generously sized and lean warm and cluttered; the quieter ones face the rear garden. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,14:00,12:00,,0,active,2025-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_4e4752d8,cty_32e8e65c,Grand Vihar Homestay,homestay,5,8.6,25,"37 The Beach Road, Shimla",31.154475,77.121271,1.44,"Converted from a 110-year-old family property, the boutique property has kept the internal atrium and added the plumbing the original never had. The unusually large rooms are plainly furnished, which is the point — the courtyard view is what you are paying for. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,13:00,10:00,LEMN,0,active,2024-04-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_9e900d70,cty_32e8e65c,Garden Bungalow Resort,boutique,3,8,25,"97 The River Ghats, Shimla",31.05678,77.17468,1.3,"This resort trades on location rather than glamour: a short auto ride from the river ghats, with a kitchen garden that does the heavy lifting. Expect mid-sized rooms, traditional finishes, and blackout curtains that actually work. Staff will arrange a driver for the day at a rate worth negotiating.",INR,15:00,10:00,,0,active,2025-03-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_64b0b167,cty_9327d518,Villa Palms Inn,boutique,5,8.8,25,"153 The Old Bazaar, Manali",32.211981,77.186943,1.04,"Converted from a 140-year-old family property, the homestay has kept the banyan tree and added the plumbing the original never had. The unusually large rooms are plainly furnished, which is the point — the courtyard view is what you are paying for. The rooftop is open until eleven and is the best seat in the building.",INR,15:00,11:00,,1,active,2025-10-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_7a46102c,cty_9327d518,Riverside Sarovar Homestay,hotel,3,7.9,25,"154 The Lake Promenade, Manali",32.202383,77.165506,1.19,"A characterful hotel popular with trekking groups, largely because of the stepwell-style water feature and a kitchen that takes requests seriously. The compact rooms are plainly furnished, which is the point — the courtyard view is what you are paying for. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,13:00,11:00,LEMN,0,active,2021-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_c758f72a,cty_9327d518,Indigo Haveli by the Lake,hotel,4,7.8,25,"57 The Lake Promenade, Manali",32.178366,77.21341,4.21,"Genuinely quiet and unhurried, this hotel sits a short auto ride from the lake promenade and keeps the traffic noise firmly outside its walls. The unusually large rooms are plainly furnished, which is the point — the temple tank view is what you are paying for. There is a small library off the lobby, mostly paperbacks left behind by other guests.",INR,15:00,12:00,TAJ2,0,active,2022-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_623c41c5,cty_9327d518,Heritage Kothi Resort,homestay,2,,25,"169 The Lake Promenade, Manali",32.268447,77.248649,2.72,"This homestay trades on location rather than glamour: two streets from the lake promenade, with a colonnaded corridor that does the heavy lifting. Expect compact rooms, traditional finishes, and blackout curtains that actually work. Check-in is efficient; checkout is flexible if the property is not full.",INR,15:00,10:00,,1,active,2025-08-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_97c0591b,cty_9327d518,Hotel Bungalow Resort,boutique,2,5.4,25,"176 The Railway Station, Manali",32.271843,77.137171,3.14,"Low-key and unhurried, this resort sits four hundred metres from the railway station and keeps the traffic noise firmly outside its walls. The mid-sized rooms are plainly furnished, which is the point — the lake view is what you are paying for. Check-in is efficient; checkout is flexible if the property is not full.",INR,12:00,12:00,TAJ2,0,active,2025-09-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_2b79009c,cty_d35a9652,Palm Courtyard Heritage,guesthouse,4,6.7,25,"27 The Old Bazaar, Rishikesh",30.075587,78.331398,1.8,"A quiet homestay a short walk from the old bazaar, built around a courtyard that most guests end up photographing before they unpack. Rooms are compact and lean contemporary; the quieter ones face the street. Check-in is efficient; checkout is flexible if the property is not full.",INR,13:00,12:00,,0,active,2022-01-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_a7f2c402,cty_d35a9652,Grand Ghat House & Spa,hotel,2,5.7,25,"56 The Lake Promenade, Rishikesh",30.130643,78.243457,6.38,"This guesthouse trades on location rather than glamour: a ten-minute walk from the lake promenade, with a kitchen garden that does the heavy lifting. Expect unusually large rooms, warm and cluttered finishes, and blackout curtains that actually work. Breakfast runs late, which suits travellers who arrive on the overnight train.",INR,15:00,11:00,,0,active,2026-01-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_64e6662b,cty_d35a9652,Royal Manor & Spa,apartment,4,7.3,25,"181 The Beach Road, Rishikesh",30.137681,78.247418,2.39,"A characterful guesthouse a short walk from the beach road, built around a kitchen garden that most guests end up photographing before they unpack. Rooms are compact and lean contemporary; the quieter ones face the temple tank. The rooftop is open until eleven and is the best seat in the building.",INR,14:00,11:00,KVH,0,active,2025-09-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_0e2c0e6e,cty_d35a9652,Hillview Niwas by the Lake  ,homestay,3,7.2,25,"79 The Fort Gate, Rishikesh",30.090279,78.289286,0.23,"A compact guesthouse popular with long-stay guests, largely because of the kitchen garden and a kitchen that takes requests seriously. The mid-sized rooms are plainly furnished, which is the point — the lake view is what you are paying for. The rooftop is open until eleven and is the best seat in the building.",INR,15:00,10:00,SRVR,0,active,2022-06-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
htl_34a81c98,cty_d35a9652,Palm Haveli & Spa,boutique,4,7.5,25,"89 The Railway Station, Rishikesh",30.024601,78.252328,2.16,"This guesthouse trades on location rather than glamour: two streets from the railway station, with a internal atrium that does the heavy lifting. Rooms vary more than the photographs suggest; ask for one facing the lake if you are a light sleeper. The rooftop is open until eleven and is the best seat in the building.",INR,15:00,11:00,,0,active,2026-01-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
